Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Support Vector Machine,Thien_uu-8,Basic+Zernike moments+GLCM+Edge+Edge2,0.9539,0.9539,0.9539,0.9539,0.9666
Random Forest,Thien_uu-8,Basic+Zernike moments+GLCM+Edge+Edge2,0.9481,0.9481,0.9481,0.9481,0.956
K-Nearest Neighbors,Thien_uu-8,Basic+LBP+GLCM+Edge+Edge2,0.9424,0.9429,0.9424,0.9424,0.9368
Support Vector Machine,Thien_uu-8,Basic+LBP+GLCM+Edge+Edge2,0.9568,0.9568,0.9568,0.9568,0.9624
Random Forest,Thien_uu-8,Basic+LBP+GLCM+Edge+Edge2,0.9452,0.9453,0.9452,0.9453,0.9468
K-Nearest Neighbors,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9251,0.928,0.9251,0.925,0.9461
Support Vector Machine,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9654,0.9654,0.9654,0.9654,0.9702
Random Forest,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9539,0.9539,0.9539,0.9539,0.961
K-Nearest Neighbors,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9308,0.9342,0.9308,0.9308,0.9461
Support Vector Machine,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9625,0.9625,0.9625,0.9625,0.9695
Random Forest,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9553,0.9553,0.9553,0.9553,0.9631
K-Nearest Neighbors,Thien_uu-8,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9164,0.9202,0.9164,0.9163,0.9361
Support Vector Machine,Thien_uu-8,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9582,0.9583,0.9582,0.9582,0.9702
Random Forest,Thien_uu-8,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9539,0.9539,0.9539,0.9539,0.9631
K-Nearest Neighbors,Thien_uu-8,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9352,0.9372,0.9352,0.9351,0.9425
Support Vector Machine,Thien_uu-8,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.964,0.964,0.964,0.964,0.9702
Random Forest,Thien_uu-8,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9539,0.9539,0.9539,0.9539,0.9631
K-Nearest Neighbors,Thien_uu-8,Enhanced Color+LBP+GLCM+Edge+Edge2,0.853,0.866,0.853,0.8521,0.8644
Support Vector Machine,Thien_uu-8,Enhanced Color+LBP+GLCM+Edge+Edge2,0.9207,0.9211,0.9207,0.9208,0.9333
Random Forest,Thien_uu-8,Enhanced Color+LBP+GLCM+Edge+Edge2,0.9049,0.9049,0.9049,0.9049,0.8978
K-Nearest Neighbors,Thien_uu-8,Zernike moments+LBP+GLCM+Edge+Edge2,0.9366,0.9376,0.9366,0.9366,0.9354
Support Vector Machine,Thien_uu-8,Zernike moments+LBP+GLCM+Edge+Edge2,0.9568,0.9569,0.9568,0.9568,0.9645
Random Forest,Thien_uu-8,Zernike moments+LBP+GLCM+Edge+Edge2,0.9467,0.9467,0.9467,0.9467,0.9525
K-Nearest Neighbors,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9366,0.9381,0.9366,0.9366,0.9546
Support Vector Machine,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9669,0.9669,0.9669,0.9669,0.973
Random Forest,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9568,0.9568,0.9568,0.9568,0.9666
K-Nearest Neighbors,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9409,0.9423,0.9409,0.9409,0.9553
Support Vector Machine,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9669,0.9669,0.9669,0.9669,0.973
Random Forest,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.951,0.9511,0.951,0.951,0.9652
K-Nearest Neighbors,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9337,0.9356,0.9337,0.9337,0.9517
Support Vector Machine,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9654,0.9654,0.9654,0.9654,0.9709
Random Forest,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9582,0.9582,0.9582,0.9582,0.9645
K-Nearest Neighbors,Thien_uu-8,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9409,0.942,0.9409,0.9409,0.951
Support Vector Machine,Thien_uu-8,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9683,0.9683,0.9683,0.9683,0.9752
Random Forest,Thien_uu-8,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9582,0.9582,0.9582,0.9582,0.9645
K-Nearest Neighbors,Thien_uu-8,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.9193,0.9218,0.9193,0.9193,0.9319
Support Vector Machine,Thien_uu-8,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.9597,0.9598,0.9597,0.9596,0.9666
Random Forest,Thien_uu-8,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.9539,0.9539,0.9539,0.9539,0.961
K-Nearest Neighbors,Thien_uu-8,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.9467,0.947,0.9467,0.9467,0.9503
Support Vector Machine,Thien_uu-8,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.9539,0.9539,0.9539,0.9539,0.9681
Random Forest,Thien_uu-8,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.9524,0.9525,0.9524,0.9524,0.9588
K-Nearest Neighbors,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9179,0.921,0.9179,0.9178,0.9383
Support Vector Machine,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9654,0.9654,0.9654,0.9654,0.9702
Random Forest,Thien_uu-8,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9524,0.9525,0.9524,0.9525,0.9645
K-Nearest Neighbors,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9337,0.9356,0.9337,0.9337,0.9524
Support Vector Machine,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9683,0.9684,0.9683,0.9683,0.9737
Random Forest,Thien_uu-8,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9553,0.9553,0.9553,0.9553,0.9652
K-Nearest Neighbors,Xi-23,Basic,0.8796,0.8801,0.8796,0.8796,0.8631
Support Vector Machine,Xi-23,Basic,0.9167,0.9169,0.9167,0.9167,0.8944
Random Forest,Xi-23,Basic,0.8869,0.8869,0.8869,0.8869,0.8683
K-Nearest Neighbors,Xi-23,Enhanced Color,0.8108,0.8176,0.8108,0.8102,0.7855
Support Vector Machine,Xi-23,Enhanced Color,0.8565,0.8565,0.8565,0.8565,0.8412
Random Forest,Xi-23,Enhanced Color,0.834,0.834,0.834,0.834,0.82
K-Nearest Neighbors,Xi-23,Zernike moments,0.7983,0.8065,0.7983,0.7974,0.7965
Support Vector Machine,Xi-23,Zernike moments,0.8228,0.8253,0.8228,0.8226,0.821
Random Forest,Xi-23,Zernike moments,0.8128,0.813,0.8128,0.8129,0.8119
K-Nearest Neighbors,Xi-23,LBP,0.6601,0.6675,0.6601,0.6577,0.6531
Support Vector Machine,Xi-23,LBP,0.6898,0.6906,0.6898,0.6898,0.6723
Random Forest,Xi-23,LBP,0.6541,0.6552,0.6541,0.654,0.6671
K-Nearest Neighbors,Xi-23,GLCM,0.7394,0.7492,0.7394,0.7377,0.7173
Support Vector Machine,Xi-23,GLCM,0.7586,0.7609,0.7586,0.7584,0.7467
Random Forest,Xi-23,GLCM,0.7328,0.7332,0.7328,0.7328,0.731
K-Nearest Neighbors,Xi-23,Edge,0.7235,0.7303,0.7235,0.7223,0.7346
Support Vector Machine,Xi-23,Edge,0.7474,0.7553,0.7474,0.7461,0.7574
Random Forest,Xi-23,Edge,0.7368,0.7389,0.7368,0.7366,0.7375
K-Nearest Neighbors,Xi-23,Edge2,0.6918,0.7012,0.6918,0.6894,0.701
Support Vector Machine,Xi-23,Edge2,0.7103,0.7257,0.7103,0.7066,0.7167
Random Forest,Xi-23,Edge2,0.6991,0.7031,0.6991,0.6983,0.685
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color,0.8671,0.8759,0.8671,0.8665,0.8503
Support Vector Machine,Xi-23,Basic+Enhanced Color,0.9153,0.9154,0.9153,0.9154,0.9035
Random Forest,Xi-23,Basic+Enhanced Color,0.9167,0.9167,0.9167,0.9167,0.8921
K-Nearest Neighbors,Xi-23,Basic+Zernike moments,0.8737,0.8773,0.8737,0.8735,0.852
Support Vector Machine,Xi-23,Basic+Zernike moments,0.9259,0.9262,0.9259,0.9259,0.9084
Random Forest,Xi-23,Basic+Zernike moments,0.8968,0.897,0.8968,0.8968,0.8768
K-Nearest Neighbors,Xi-23,Basic+LBP,0.8545,0.8563,0.8545,0.8544,0.8435
Support Vector Machine,Xi-23,Basic+LBP,0.912,0.9124,0.912,0.912,0.8891
Random Forest,Xi-23,Basic+LBP,0.8876,0.8876,0.8876,0.8875,0.8657
K-Nearest Neighbors,Xi-23,Basic+GLCM,0.8578,0.8627,0.8578,0.8575,0.8484
Support Vector Machine,Xi-23,Basic+GLCM,0.9206,0.9207,0.9206,0.9206,0.9041
Random Forest,Xi-23,Basic+GLCM,0.8981,0.8984,0.8981,0.8981,0.8738
K-Nearest Neighbors,Xi-23,Basic+Edge,0.8677,0.8718,0.8677,0.8675,0.8585
Support Vector Machine,Xi-23,Basic+Edge,0.9292,0.9293,0.9292,0.9292,0.9087
Random Forest,Xi-23,Basic+Edge,0.8902,0.8902,0.8902,0.8902,0.8781
K-Nearest Neighbors,Xi-23,Basic+Edge2,0.8638,0.868,0.8638,0.8636,0.8575
Support Vector Machine,Xi-23,Basic+Edge2,0.9246,0.9249,0.9246,0.9246,0.9028
Random Forest,Xi-23,Basic+Edge2,0.8909,0.8909,0.8909,0.8909,0.8706
K-Nearest Neighbors,Xi-23,Enhanced Color+Zernike moments,0.8413,0.8601,0.8413,0.8397,0.8324
Support Vector Machine,Xi-23,Enhanced Color+Zernike moments,0.9041,0.9051,0.9041,0.9041,0.8966
Random Forest,Xi-23,Enhanced Color+Zernike moments,0.8902,0.8903,0.8902,0.8902,0.8693
K-Nearest Neighbors,Xi-23,Enhanced Color+LBP,0.8115,0.8218,0.8115,0.8105,0.7956
Support Vector Machine,Xi-23,Enhanced Color+LBP,0.8677,0.8678,0.8677,0.8677,0.8481
Random Forest,Xi-23,Enhanced Color+LBP,0.8439,0.8439,0.8439,0.8439,0.8278
K-Nearest Neighbors,Xi-23,Enhanced Color+GLCM,0.8175,0.8319,0.8175,0.816,0.79
Support Vector Machine,Xi-23,Enhanced Color+GLCM,0.8796,0.8796,0.8796,0.8796,0.8601
Random Forest,Xi-23,Enhanced Color+GLCM,0.8406,0.8407,0.8406,0.8405,0.8275
K-Nearest Neighbors,Xi-23,Enhanced Color+Edge,0.8135,0.8257,0.8135,0.8122,0.8018
Support Vector Machine,Xi-23,Enhanced Color+Edge,0.8836,0.8838,0.8836,0.8836,0.8725
Random Forest,Xi-23,Enhanced Color+Edge,0.8571,0.8574,0.8571,0.8571,0.8425
K-Nearest Neighbors,Xi-23,Enhanced Color+Edge2,0.8234,0.8354,0.8234,0.8223,0.7969
Support Vector Machine,Xi-23,Enhanced Color+Edge2,0.8803,0.8804,0.8803,0.8803,0.8686
Random Forest,Xi-23,Enhanced Color+Edge2,0.8598,0.86,0.8598,0.8597,0.8389
K-Nearest Neighbors,Xi-23,Zernike moments+LBP,0.8287,0.8338,0.8287,0.8283,0.8128
Support Vector Machine,Xi-23,Zernike moments+LBP,0.8492,0.8493,0.8492,0.8492,0.8494
Random Forest,Xi-23,Zernike moments+LBP,0.8525,0.8526,0.8525,0.8525,0.8419
K-Nearest Neighbors,Xi-23,Zernike moments+GLCM,0.7903,0.8094,0.7903,0.7878,0.7907
Support Vector Machine,Xi-23,Zernike moments+GLCM,0.8446,0.8468,0.8446,0.8445,0.8497
Random Forest,Xi-23,Zernike moments+GLCM,0.836,0.8366,0.836,0.836,0.836
K-Nearest Neighbors,Xi-23,Zernike moments+Edge,0.8208,0.8304,0.8208,0.8199,0.8265
Support Vector Machine,Xi-23,Zernike moments+Edge,0.8512,0.8519,0.8512,0.8512,0.8614
Random Forest,Xi-23,Zernike moments+Edge,0.8413,0.8413,0.8413,0.8413,0.8481
K-Nearest Neighbors,Xi-23,Zernike moments+Edge2,0.8181,0.8262,0.8181,0.8174,0.8217
Support Vector Machine,Xi-23,Zernike moments+Edge2,0.8393,0.8406,0.8393,0.8393,0.8438
Random Forest,Xi-23,Zernike moments+Edge2,0.834,0.8341,0.834,0.834,0.8406
K-Nearest Neighbors,Xi-23,LBP+GLCM,0.7269,0.7329,0.7269,0.7258,0.7131
Support Vector Machine,Xi-23,LBP+GLCM,0.7791,0.7792,0.7791,0.779,0.7613
Random Forest,Xi-23,LBP+GLCM,0.7659,0.7661,0.7659,0.7657,0.7473
K-Nearest Neighbors,Xi-23,LBP+Edge,0.752,0.7586,0.752,0.751,0.7512
Support Vector Machine,Xi-23,LBP+Edge,0.7798,0.781,0.7798,0.7797,0.7822
Random Forest,Xi-23,LBP+Edge,0.7573,0.758,0.7573,0.7573,0.762
K-Nearest Neighbors,Xi-23,LBP+Edge2,0.7474,0.7551,0.7474,0.7461,0.7382
Support Vector Machine,Xi-23,LBP+Edge2,0.7672,0.77,0.7672,0.7669,0.7669
Random Forest,Xi-23,LBP+Edge2,0.7388,0.74,0.7388,0.7387,0.7437
K-Nearest Neighbors,Xi-23,GLCM+Edge,0.7533,0.7618,0.7533,0.752,0.7434
Support Vector Machine,Xi-23,GLCM+Edge,0.7811,0.786,0.7811,0.7806,0.7714
Random Forest,Xi-23,GLCM+Edge,0.7579,0.7593,0.7579,0.7579,0.7558
K-Nearest Neighbors,Xi-23,GLCM+Edge2,0.7434,0.7489,0.7434,0.7426,0.7186
Support Vector Machine,Xi-23,GLCM+Edge2,0.7692,0.7732,0.7692,0.7687,0.7538
Random Forest,Xi-23,GLCM+Edge2,0.7388,0.7407,0.7388,0.7386,0.7401
K-Nearest Neighbors,Xi-23,Edge+Edge2,0.7235,0.7299,0.7235,0.7224,0.7343
Support Vector Machine,Xi-23,Edge+Edge2,0.744,0.7523,0.744,0.7427,0.7577
Random Forest,Xi-23,Edge+Edge2,0.7513,0.753,0.7513,0.7512,0.7427
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+Zernike moments,0.8677,0.8809,0.8677,0.8669,0.8634
Support Vector Machine,Xi-23,Basic+Enhanced Color+Zernike moments,0.9239,0.9243,0.9239,0.924,0.9185
Random Forest,Xi-23,Basic+Enhanced Color+Zernike moments,0.9167,0.9169,0.9167,0.9166,0.8976
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+LBP,0.8618,0.8727,0.8618,0.8611,0.849
Support Vector Machine,Xi-23,Basic+Enhanced Color+LBP,0.914,0.9141,0.914,0.914,0.9025
Random Forest,Xi-23,Basic+Enhanced Color+LBP,0.9147,0.9147,0.9147,0.9147,0.8911
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+GLCM,0.8631,0.8748,0.8631,0.8623,0.8474
Support Vector Machine,Xi-23,Basic+Enhanced Color+GLCM,0.9253,0.9253,0.9253,0.9253,0.9146
Random Forest,Xi-23,Basic+Enhanced Color+GLCM,0.914,0.914,0.914,0.914,0.8911
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+Edge,0.8743,0.8831,0.8743,0.8739,0.8585
Support Vector Machine,Xi-23,Basic+Enhanced Color+Edge,0.9332,0.9332,0.9332,0.9332,0.9244
Random Forest,Xi-23,Basic+Enhanced Color+Edge,0.918,0.918,0.918,0.918,0.9015
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+Edge2,0.8717,0.8824,0.8717,0.8711,0.8582
Support Vector Machine,Xi-23,Basic+Enhanced Color+Edge2,0.9233,0.9233,0.9233,0.9233,0.9178
Random Forest,Xi-23,Basic+Enhanced Color+Edge2,0.9193,0.9197,0.9193,0.9193,0.9002
K-Nearest Neighbors,Xi-23,Basic+Zernike moments+LBP,0.8644,0.8677,0.8644,0.8643,0.8435
Support Vector Machine,Xi-23,Basic+Zernike moments+LBP,0.9253,0.9255,0.9253,0.9253,0.9081
Random Forest,Xi-23,Basic+Zernike moments+LBP,0.8929,0.893,0.8929,0.8928,0.8768
K-Nearest Neighbors,Xi-23,Basic+Zernike moments+GLCM,0.8558,0.8634,0.8558,0.8553,0.8415
Support Vector Machine,Xi-23,Basic+Zernike moments+GLCM,0.9319,0.9319,0.9319,0.9319,0.9172
Random Forest,Xi-23,Basic+Zernike moments+GLCM,0.9008,0.9008,0.9008,0.9008,0.8751
K-Nearest Neighbors,Xi-23,Basic+Zernike moments+Edge,0.8651,0.8714,0.8651,0.8647,0.8624
Support Vector Machine,Xi-23,Basic+Zernike moments+Edge,0.9312,0.9312,0.9312,0.9312,0.9263
Random Forest,Xi-23,Basic+Zernike moments+Edge,0.8915,0.8917,0.8915,0.8915,0.8839
K-Nearest Neighbors,Xi-23,Basic+Zernike moments+Edge2,0.869,0.8744,0.869,0.8688,0.8546
Support Vector Machine,Xi-23,Basic+Zernike moments+Edge2,0.9292,0.9292,0.9292,0.9292,0.9182
Random Forest,Xi-23,Basic+Zernike moments+Edge2,0.8988,0.899,0.8988,0.8988,0.882
K-Nearest Neighbors,Xi-23,Basic+LBP+GLCM,0.8565,0.8614,0.8565,0.8562,0.8331
Support Vector Machine,Xi-23,Basic+LBP+GLCM,0.9233,0.9233,0.9233,0.9233,0.8993
Random Forest,Xi-23,Basic+LBP+GLCM,0.8869,0.8871,0.8869,0.8869,0.8686
K-Nearest Neighbors,Xi-23,Basic+LBP+Edge,0.8565,0.8607,0.8565,0.8563,0.8432
Support Vector Machine,Xi-23,Basic+LBP+Edge,0.9266,0.9266,0.9266,0.9266,0.9084
Random Forest,Xi-23,Basic+LBP+Edge,0.8882,0.8883,0.8882,0.8882,0.8755
K-Nearest Neighbors,Xi-23,Basic+LBP+Edge2,0.8492,0.8548,0.8492,0.8489,0.8471
Support Vector Machine,Xi-23,Basic+LBP+Edge2,0.9153,0.9154,0.9153,0.9154,0.9081
Random Forest,Xi-23,Basic+LBP+Edge2,0.8869,0.887,0.8869,0.8869,0.8709
K-Nearest Neighbors,Xi-23,Basic+GLCM+Edge,0.8565,0.8636,0.8565,0.856,0.849
Support Vector Machine,Xi-23,Basic+GLCM+Edge,0.9259,0.9259,0.9259,0.9259,0.9068
Random Forest,Xi-23,Basic+GLCM+Edge,0.8995,0.8995,0.8995,0.8994,0.8745
K-Nearest Neighbors,Xi-23,Basic+GLCM+Edge2,0.8591,0.8666,0.8591,0.8587,0.8412
Support Vector Machine,Xi-23,Basic+GLCM+Edge2,0.9206,0.9207,0.9206,0.9206,0.9041
Random Forest,Xi-23,Basic+GLCM+Edge2,0.8955,0.8956,0.8955,0.8955,0.8712
K-Nearest Neighbors,Xi-23,Basic+Edge+Edge2,0.8585,0.8626,0.8585,0.8583,0.8523
Support Vector Machine,Xi-23,Basic+Edge+Edge2,0.9206,0.9207,0.9206,0.9206,0.9028
Random Forest,Xi-23,Basic+Edge+Edge2,0.8856,0.8856,0.8856,0.8856,0.8741
K-Nearest Neighbors,Xi-23,Enhanced Color+Zernike moments+LBP,0.8472,0.8614,0.8472,0.8461,0.8497
Support Vector Machine,Xi-23,Enhanced Color+Zernike moments+LBP,0.9213,0.9215,0.9213,0.9213,0.9038
Random Forest,Xi-23,Enhanced Color+Zernike moments+LBP,0.9087,0.9088,0.9087,0.9087,0.8882
K-Nearest Neighbors,Xi-23,Enhanced Color+Zernike moments+GLCM,0.8499,0.8658,0.8499,0.8486,0.8259
Support Vector Machine,Xi-23,Enhanced Color+Zernike moments+GLCM,0.912,0.9123,0.912,0.912,0.9077
Random Forest,Xi-23,Enhanced Color+Zernike moments+GLCM,0.8915,0.8918,0.8915,0.8915,0.8706
K-Nearest Neighbors,Xi-23,Enhanced Color+Zernike moments+Edge,0.8558,0.8697,0.8558,0.8548,0.8442
Support Vector Machine,Xi-23,Enhanced Color+Zernike moments+Edge,0.918,0.9181,0.918,0.918,0.9204
Random Forest,Xi-23,Enhanced Color+Zernike moments+Edge,0.9021,0.9023,0.9021,0.9021,0.8829
K-Nearest Neighbors,Xi-23,Enhanced Color+Zernike moments+Edge2,0.8499,0.8662,0.8499,0.8486,0.85
Support Vector Machine,Xi-23,Enhanced Color+Zernike moments+Edge2,0.9206,0.9207,0.9206,0.9206,0.9126
Random Forest,Xi-23,Enhanced Color+Zernike moments+Edge2,0.8962,0.8962,0.8962,0.8961,0.8849
K-Nearest Neighbors,Xi-23,Enhanced Color+LBP+GLCM,0.8221,0.8347,0.8221,0.8209,0.7998
Support Vector Machine,Xi-23,Enhanced Color+LBP+GLCM,0.8915,0.8917,0.8915,0.8915,0.8735
Random Forest,Xi-23,Enhanced Color+LBP+GLCM,0.8519,0.8519,0.8519,0.8519,0.8288
K-Nearest Neighbors,Xi-23,Enhanced Color+LBP+Edge,0.8247,0.8371,0.8247,0.8236,0.804
Support Vector Machine,Xi-23,Enhanced Color+LBP+Edge,0.8968,0.897,0.8968,0.8968,0.8761
Random Forest,Xi-23,Enhanced Color+LBP+Edge,0.8578,0.8578,0.8578,0.8578,0.8455
K-Nearest Neighbors,Xi-23,Enhanced Color+LBP+Edge2,0.8214,0.8368,0.8214,0.8199,0.8014
Support Vector Machine,Xi-23,Enhanced Color+LBP+Edge2,0.8889,0.8891,0.8889,0.8888,0.8712
Random Forest,Xi-23,Enhanced Color+LBP+Edge2,0.8644,0.8646,0.8644,0.8644,0.8438
K-Nearest Neighbors,Xi-23,Enhanced Color+GLCM+Edge,0.8241,0.8369,0.8241,0.8228,0.8076
Support Vector Machine,Xi-23,Enhanced Color+GLCM+Edge,0.8955,0.8956,0.8955,0.8955,0.883
Random Forest,Xi-23,Enhanced Color+GLCM+Edge,0.8578,0.858,0.8578,0.8577,0.8448
K-Nearest Neighbors,Xi-23,Enhanced Color+GLCM+Edge2,0.832,0.8459,0.832,0.8308,0.8047
Support Vector Machine,Xi-23,Enhanced Color+GLCM+Edge2,0.8942,0.8942,0.8942,0.8942,0.8771
Random Forest,Xi-23,Enhanced Color+GLCM+Edge2,0.8545,0.8545,0.8545,0.8545,0.8432
K-Nearest Neighbors,Xi-23,Enhanced Color+Edge+Edge2,0.8075,0.8207,0.8075,0.8061,0.7972
Support Vector Machine,Xi-23,Enhanced Color+Edge+Edge2,0.8849,0.885,0.8849,0.8849,0.8722
Random Forest,Xi-23,Enhanced Color+Edge+Edge2,0.8479,0.8479,0.8479,0.8478,0.8393
K-Nearest Neighbors,Xi-23,Zernike moments+LBP+GLCM,0.8155,0.8269,0.8155,0.8143,0.8093
Support Vector Machine,Xi-23,Zernike moments+LBP+GLCM,0.8776,0.8779,0.8776,0.8777,0.8719
Random Forest,Xi-23,Zernike moments+LBP+GLCM,0.8558,0.8559,0.8558,0.8558,0.8445
K-Nearest Neighbors,Xi-23,Zernike moments+LBP+Edge,0.8274,0.8357,0.8274,0.8267,0.8337
Support Vector Machine,Xi-23,Zernike moments+LBP+Edge,0.8743,0.8743,0.8743,0.8743,0.881
Random Forest,Xi-23,Zernike moments+LBP+Edge,0.8618,0.8619,0.8618,0.8617,0.8618
K-Nearest Neighbors,Xi-23,Zernike moments+LBP+Edge2,0.8294,0.8367,0.8294,0.8288,0.8298
Support Vector Machine,Xi-23,Zernike moments+LBP+Edge2,0.8724,0.8724,0.8724,0.8724,0.8715
Random Forest,Xi-23,Zernike moments+LBP+Edge2,0.8624,0.8626,0.8624,0.8624,0.8569
K-Nearest Neighbors,Xi-23,Zernike moments+GLCM+Edge,0.8089,0.8218,0.8089,0.8075,0.8125
Support Vector Machine,Xi-23,Zernike moments+GLCM+Edge,0.8571,0.858,0.8571,0.8571,0.866
Random Forest,Xi-23,Zernike moments+GLCM+Edge,0.8485,0.8487,0.8485,0.8486,0.8471
K-Nearest Neighbors,Xi-23,Zernike moments+GLCM+Edge2,0.8056,0.8182,0.8056,0.8042,0.8093
Support Vector Machine,Xi-23,Zernike moments+GLCM+Edge2,0.8512,0.8526,0.8512,0.8512,0.8497
Random Forest,Xi-23,Zernike moments+GLCM+Edge2,0.8446,0.8446,0.8446,0.8446,0.8399
K-Nearest Neighbors,Xi-23,Zernike moments+Edge+Edge2,0.8168,0.8269,0.8168,0.8158,0.8125
Support Vector Machine,Xi-23,Zernike moments+Edge+Edge2,0.8492,0.8501,0.8492,0.8492,0.8575
Random Forest,Xi-23,Zernike moments+Edge+Edge2,0.8426,0.843,0.8426,0.8426,0.8539
K-Nearest Neighbors,Xi-23,LBP+GLCM+Edge,0.7738,0.7796,0.7738,0.7731,0.7555
Support Vector Machine,Xi-23,LBP+GLCM+Edge,0.8095,0.8098,0.8095,0.8095,0.7965
Random Forest,Xi-23,LBP+GLCM+Edge,0.7804,0.7809,0.7804,0.7804,0.7708
K-Nearest Neighbors,Xi-23,LBP+GLCM+Edge2,0.7632,0.7706,0.7632,0.7622,0.7473
Support Vector Machine,Xi-23,LBP+GLCM+Edge2,0.7937,0.7939,0.7937,0.7937,0.7838
Random Forest,Xi-23,LBP+GLCM+Edge2,0.7705,0.7709,0.7705,0.7705,0.7626
K-Nearest Neighbors,Xi-23,LBP+Edge+Edge2,0.7626,0.7698,0.7626,0.7616,0.7525
Support Vector Machine,Xi-23,LBP+Edge+Edge2,0.7771,0.7786,0.7771,0.777,0.7832
Random Forest,Xi-23,LBP+Edge+Edge2,0.7586,0.7592,0.7586,0.7586,0.762
K-Nearest Neighbors,Xi-23,GLCM+Edge+Edge2,0.7513,0.7584,0.7513,0.7502,0.7414
Support Vector Machine,Xi-23,GLCM+Edge+Edge2,0.7765,0.7818,0.7765,0.7758,0.7711
Random Forest,Xi-23,GLCM+Edge+Edge2,0.7705,0.7717,0.7705,0.7705,0.7591
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+Zernike moments+LBP,0.8697,0.8809,0.8697,0.869,0.8647
Support Vector Machine,Xi-23,Basic+Enhanced Color+Zernike moments+LBP,0.9266,0.9267,0.9266,0.9266,0.9152
Random Forest,Xi-23,Basic+Enhanced Color+Zernike moments+LBP,0.92,0.92,0.92,0.92,0.8931
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+Zernike moments+GLCM,0.8651,0.8789,0.8651,0.8642,0.8614
Support Vector Machine,Xi-23,Basic+Enhanced Color+Zernike moments+GLCM,0.9306,0.9306,0.9306,0.9306,0.9247
Random Forest,Xi-23,Basic+Enhanced Color+Zernike moments+GLCM,0.92,0.92,0.92,0.92,0.896
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+Zernike moments+Edge,0.8737,0.8846,0.8737,0.873,0.8702
Support Vector Machine,Xi-23,Basic+Enhanced Color+Zernike moments+Edge,0.9411,0.9411,0.9411,0.9411,0.9286
Random Forest,Xi-23,Basic+Enhanced Color+Zernike moments+Edge,0.9206,0.9208,0.9206,0.9206,0.9032
K-Nearest Neighbors,Xi-23,Basic+Enhanced Color+Zernike moments+Edge2,0.8776,0.8897,0.8776,0.877,0.8676
